month,n,wr,R,pf,dd,tp,sl,time_,longs,shorts,hold_h
2026-01,20,70.0,1.89,1.28,3.74,14,6,0,11,9,0.4
2026-02,19,78.95,5.18,2.18,2.18,15,4,0,9,10,0.4
2026-03,17,76.47,3.8,1.86,2.18,13,4,0,7,10,0.6
2026-04,16,68.75,1.45,1.28,3.51,11,4,1,6,10,0.6
2026-05,14,85.71,4.01,2.74,1.16,12,2,0,6,8,0.4
2026-06,11,63.64,-1.45,0.71,2.3,7,4,0,8,3,0.9
2026-07,18,66.67,-0.79,0.89,2.0,12,6,0,11,7,0.3
2026-08,10,100.0,5.8,99.0,0.0,10,0,0,6,4,0.1
