total_R
175.387
153.901
160.957
160.055
189.93599999999998
219.813
183.981
209.32499999999996
201.368
184.609
168.81900000000002
208.293
190.231
122.46600000000001
124.588
218.29799999999997
166.796
167.562
175.92000000000002
166.822
157.746
202.116
144.047
155.892
163.46499999999997
157.40800000000002
129.212
176.666
200.026
196.922
154.098
191.178
134.957
185.61900000000003
100.62900000000002
142.797
153.579
172.651
179.663
172.583
172.321
202.576
205.24400000000003
200.65699999999998
147.06300000000002
208.514
180.89499999999998
130.77100000000002
178.922
126.77799999999999
229.512
117.79400000000001
149.17000000000002
169.15900000000002
178.43800000000002
151.723
188.133
169.045
181.466
201.221
158.277
201.317
154.35000000000002
132.67000000000002
203.26300000000003
219.15699999999998
184.402
148.204
146.29899999999998
169.163
168.327
165.905
211.79500000000002
223.17700000000002
153.79400000000004
169.30300000000003
153.41900000000004
167.522
173.07
166.603
205.79500000000002
190.536
185.97899999999998
160.251
187.025
146.458
209.36600000000004
127.399
180.163
132.89600000000002
151.87
152.42100000000002
156.734
114.81
134.49200000000002
151.39
190.80200000000002
153.437
188.567
108.821
177.603
137.47199999999998
178.222
142.54
171.13299999999998
172.89100000000002
171.334
182.47899999999998
153.87800000000001
217.437
173.39600000000002
156.224
185.3
150.527
176.851
164.844
135.599
190.213
191.208
223.628
200.73000000000002
247.476
162.77100000000002
153.812
169.611
252.247
215.40800000000002
165.745
194.487
133.44099999999997
209.849
206.807
166.902
190.49699999999999
157.882
167.56099999999998
165.29899999999998
183.001
109.03499999999998
172.865
180.18200000000002
239.326
175.33300000000003
166.519
187.87600000000003
222.997
111.107
180.693
159.298
237.604
161.251
164.40699999999998
215.794
165.873
161.32399999999998
160.318
197.33200000000002
160.19699999999997
180.711
125.35900000000001
177.163
147.308
154.01
143.92699999999996
181.126
147.808
148.179
181.48699999999997
154.225
184.545
164.608
96.197
184.03199999999998
117.27600000000001
185.23700000000002
171.15000000000003
175.75400000000002
183.366
153.839
180.827
192.71299999999997
199.46499999999997
172.067
145.494
139.826
214.663
213.35000000000002
160.209
172.548
190.53999999999996
201.031
239.431
208.827
141.556
131.23499999999999
188.47400000000002
206.13599999999997
183.85000000000002
220.663
158.83700000000002
150.89600000000002
130.191
159.468
224.23799999999997
157.03199999999998
169.077
200.803
177.321
183.71099999999998
189.40800000000004
204.277
134.102
135.32799999999997
156.809
115.67500000000001
192.92899999999997
176.55900000000003
166.46500000000003
167.20900000000003
155.086
184.58499999999998
131.96
158.30800000000002
172.26800000000003
201.413
179.38
202.269
151.941
154.304
194.358
139.33999999999997
210.06799999999998
141.513
192.59200000000004
293.862
172.714
164.336
157.13299999999998
140.81099999999998
159.25799999999998
151.596
157.4
151.84600000000003
194.375
181.269
172.69299999999998
159.507
166.24899999999997
123.11
172.029
208.286
156.524
201.51999999999998
196.156
198.236
165.089
95.969
123.625
141.48999999999998
165.389
81.521
198.03799999999998
166.922
189.197
188.702
167.79500000000002
185.309
206.51099999999997
133.496
169.958
157.33700000000002
181.41900000000004
180.226
157.43900000000002
161.49699999999996
181.82999999999998
180.80700000000002
147.18600000000004
191.952
175.252
179.36999999999998
156.971
141.91699999999997
173.058
193.22
217.675
157.736
161.35500000000002
145.273
239.232
155.485
153.315
182.327
252.135
197.01799999999997
154.027
176.246
142.02900000000002
198.45999999999998
176.591
150.67399999999998
161.78200000000004
170.497
168.751
184.38199999999998
132.438
182.786
210.60700000000003
216.376
212.36700000000002
169.406
155.304
169.677
150.75599999999997
178.39499999999998
205.18
165.79899999999998
228.029
138.14200000000002
213.31300000000002
189.829
137.166
182.245
179.166
106.253
137.925
171.14800000000002
170.028
177.84699999999998
139.44799999999998
133.501
191.161
233.31799999999998
182.73900000000003
174.47199999999998
168.43
188.277
128.041
118.135
142.268
171.24699999999999
204.07999999999998
143.047
142.54199999999997
147.05200000000002
165.72899999999998
206.536
170.91
127.316
145.82399999999998
194.66700000000003
