ref_win,ref_off,act_win,mode,trigger,confirm,buf,atr_len,mult,tp,exit_hour,max_hold,weekdays,be_trigger,atr_pct,ref_ratio
"(19, 22)",1,"(22, 9)",rev,sweep,False,1.25,10,1.0,1.0,7,48,"[0, 1, 2, 3]",0.6,,
