inst,family,spec,n_tr,tr_r,tr_wr,tr_pf,tr_dd,segs,seg_ok,te_n,te_r,te_pf
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b0.75|a10|m1.0|tp0.75|x08,487,111.93,77.62,1.93,9.07,+37.2 / +40.9 / +33.3,True,131,23.92,1.7
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b0.75|a10|m1.0|tpopp|x08,487,-42.46,39.84,0.86,55.82,-14.1 / -5.6 / -22.7,False,131,-20.46,0.75
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b1.0|a10|m1.0|tp0.75|x08,472,98.74,76.27,1.8,7.41,+24.1 / +44.5 / +29.6,True,122,21.66,1.67
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b1.0|a10|m1.0|tpopp|x08,472,-28.53,40.04,0.91,45.73,-15.1 / +7.5 / -21.1,False,122,3.96,1.06
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b1.25|a10|m1.0|tp0.75|x08,428,88.71,75.93,1.79,5.8,+19.8 / +44.9 / +23.3,True,109,18.85,1.64
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b1.25|a10|m1.0|tpopp|x08,428,-44.5,36.92,0.84,46.55,-12.6 / +0.5 / -32.8,False,109,9.83,1.16
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b0.75|a10|m1.0|tp0.75|x08,491,110.71,77.39,1.9,9.07,+36.5 / +39.7 / +34.0,True,134,23.98,1.68
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b0.75|a10|m1.0|tpopp|x08,491,-47.18,39.51,0.85,58.07,-16.6 / -9.4 / -21.2,False,134,-16.99,0.8
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b1.0|a10|m1.0|tp0.75|x08,475,100.54,76.42,1.82,7.41,+26.4 / +43.5 / +30.2,True,125,19.89,1.57
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b1.0|a10|m1.0|tpopp|x08,475,-28.71,40.0,0.91,46.87,-13.0 / +6.4 / -22.2,False,125,2.79,1.04
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b1.25|a10|m1.0|tp0.75|x08,439,93.72,76.31,1.82,5.8,+21.5 / +45.8 / +25.8,True,115,18.68,1.59
USDJPY,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b1.25|a10|m1.0|tpopp|x08,439,-37.18,37.36,0.87,40.07,-9.5 / +4.2 / -30.7,False,115,5.91,1.09
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tp0.5|x10,549,-39.77,68.85,0.78,41.24,-31.7 / +11.4 / -19.8,False,155,4.04,1.11
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tp0.5|x11,549,-38.24,69.76,0.79,39.71,-31.3 / +12.0 / -19.2,False,155,2.57,1.07
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tp0.75|x10,549,-34.08,58.83,0.85,38.18,-16.8 / +7.2 / -25.0,False,155,5.55,1.1
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tp0.75|x11,549,-30.61,60.11,0.87,34.64,-15.1 / +8.0 / -24.0,False,155,4.72,1.08
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tpopp|x10,549,-109.22,38.8,0.67,118.24,-38.5 / -19.3 / -50.7,False,155,-10.78,0.87
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tpopp|x11,549,-99.24,39.34,0.71,108.38,-37.0 / -15.8 / -46.1,False,155,-10.51,0.88
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tp0.5|x10,549,-10.71,65.94,0.93,16.08,-8.9 / +9.4 / -11.5,False,155,6.4,1.17
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tp0.5|x11,549,-10.62,67.58,0.93,16.76,-7.2 / +9.4 / -13.2,False,155,6.99,1.19
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tp0.75|x10,549,-43.07,52.09,0.8,45.9,-9.5 / -5.0 / -28.1,False,155,0.86,1.02
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tp0.75|x11,549,-44.12,53.73,0.8,46.76,-9.5 / -4.9 / -29.5,False,155,0.91,1.02
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tpopp|x10,549,-67.37,45.54,0.71,71.67,-25.5 / -8.6 / -32.7,False,155,-5.78,0.9
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tpopp|x11,549,-64.38,45.9,0.74,69.18,-24.9 / -8.2 / -31.1,False,155,-5.22,0.92
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tp0.5|x10,524,-31.66,69.85,0.81,32.51,-22.1 / +11.1 / -21.0,False,147,11.2,1.37
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tp0.5|x11,524,-29.54,70.61,0.83,30.39,-21.4 / +11.3 / -19.8,False,147,9.77,1.31
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tp0.75|x10,524,-31.16,59.16,0.86,34.08,-16.1 / +11.7 / -27.3,False,147,9.96,1.2
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tp0.75|x11,524,-28.57,60.31,0.87,31.49,-15.2 / +11.9 / -25.8,False,147,9.15,1.18
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tpopp|x10,524,-96.78,38.93,0.69,105.72,-27.1 / -18.0 / -50.9,False,147,-5.25,0.93
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tpopp|x11,524,-86.45,39.12,0.73,95.52,-26.2 / -14.9 / -45.1,False,147,-2.67,0.97
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tp0.5|x10,524,-10.38,66.22,0.93,17.92,-11.5 / +12.1 / -11.3,False,147,6.24,1.18
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tp0.5|x11,524,-9.5,67.94,0.94,17.54,-9.8 / +12.3 / -12.3,False,147,6.24,1.18
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tp0.75|x10,524,-39.3,52.86,0.81,41.16,-11.0 / -2.6 / -25.2,False,147,2.34,1.05
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tp0.75|x11,524,-37.97,54.58,0.82,40.48,-9.5 / -3.0 / -25.3,False,147,3.5,1.07
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tpopp|x10,524,-67.58,44.66,0.71,71.83,-22.9 / -10.7 / -33.5,False,147,-6.55,0.88
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tpopp|x11,524,-64.18,44.85,0.73,69.23,-22.0 / -10.8 / -31.2,False,147,-4.71,0.92
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tp0.5|x10,488,-20.39,71.11,0.87,29.33,-23.5 / +12.7 / -9.9,False,133,8.01,1.28
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tp0.5|x11,488,-20.57,71.52,0.87,30.02,-23.9 / +12.4 / -9.3,False,133,5.82,1.19
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tp0.75|x10,488,-14.17,60.86,0.93,20.04,-10.4 / +13.4 / -17.7,False,133,6.42,1.14
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tp0.75|x11,488,-13.94,61.89,0.93,19.0,-10.8 / +13.0 / -16.7,False,133,5.26,1.11
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tpopp|x10,488,-92.8,36.68,0.69,100.15,-29.2 / -21.0 / -41.9,False,133,-6.98,0.9
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tpopp|x11,488,-85.84,36.89,0.72,93.9,-28.3 / -19.1 / -38.2,False,133,-5.79,0.92
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tp0.5|x10,488,1.79,68.03,1.01,13.15,-6.6 / +17.4 / -9.4,False,133,6.61,1.22
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tp0.5|x11,488,0.94,69.47,1.01,16.53,-6.2 / +17.8 / -11.0,False,133,5.92,1.18
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tp0.75|x10,488,-26.56,53.69,0.86,27.86,-11.2 / +3.2 / -18.1,False,133,4.01,1.1
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tp0.75|x11,488,-27.06,54.92,0.86,28.68,-9.7 / +2.8 / -20.0,False,133,3.69,1.08
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tpopp|x10,488,-56.46,43.44,0.73,59.32,-25.6 / -2.7 / -27.8,False,133,-1.33,0.97
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tpopp|x11,488,-51.83,43.85,0.77,55.56,-22.9 / -1.1 / -27.7,False,133,0.85,1.02
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tp0.5|x10,143,-12.95,64.34,0.72,16.61,-1.9 / -10.7 / +0.8,False,52,-9.13,0.52
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tp0.5|x11,143,-11.41,65.03,0.75,14.64,-0.7 / -10.7 / +1.1,False,52,-5.49,0.67
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tp0.75|x10,143,-16.6,52.45,0.72,18.64,-4.6 / -8.7 / -2.2,False,52,-10.3,0.53
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tp0.75|x11,143,-13.52,54.55,0.77,16.6,-2.8 / -8.9 / -0.6,False,52,-7.23,0.67
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tpopp|x10,143,-18.17,55.24,0.66,18.82,-6.7 / -7.1 / -3.2,False,52,-10.42,0.51
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tpopp|x11,143,-14.89,55.94,0.72,15.85,-5.3 / -5.7 / -2.8,False,52,-8.69,0.6
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tp0.5|x10,143,-9.97,55.24,0.75,11.66,-1.3 / -6.1 / -1.5,False,52,-5.48,0.59
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tp0.5|x11,143,-6.73,58.74,0.83,9.28,-0.6 / -5.0 / -0.1,False,52,-3.45,0.75
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tp0.75|x10,143,-7.14,48.95,0.84,11.92,+1.2 / -4.9 / -2.3,False,52,-5.04,0.64
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tp0.75|x11,143,-1.54,51.75,0.96,8.44,+1.9 / -3.2 / +0.9,False,52,-3.97,0.74
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tpopp|x10,143,-11.46,58.74,0.68,12.32,-2.7 / -4.6 / -3.1,False,52,-4.67,0.62
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tpopp|x11,143,-7.51,61.54,0.78,8.35,-1.5 / -2.5 / -2.5,False,52,-2.69,0.78
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tp0.5|x10,96,-4.04,66.67,0.85,9.14,-0.5 / -2.9 / +0.5,False,34,-9.27,0.39
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tp0.5|x11,96,-2.15,68.75,0.92,7.99,+0.6 / -2.8 / +1.2,False,34,-7.04,0.5
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tp0.75|x10,96,-8.77,53.12,0.77,11.91,-3.9 / -2.7 / -1.1,False,34,-8.44,0.49
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tp0.75|x11,96,-5.64,56.25,0.85,10.08,-2.6 / -2.7 / +0.8,False,34,-5.78,0.63
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tpopp|x10,96,-9.12,54.17,0.72,13.03,-2.9 / -0.9 / -4.2,False,34,-9.07,0.43
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tpopp|x11,96,-6.01,56.25,0.81,11.03,-0.6 / -0.3 / -4.0,False,34,-7.51,0.53
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tp0.5|x10,96,-4.86,56.25,0.81,6.58,-1.2 / -1.5 / -1.6,False,34,-4.0,0.58
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tp0.5|x11,96,-2.84,59.38,0.89,5.24,-1.3 / -0.9 / -0.2,False,34,-2.58,0.73
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tp0.75|x10,96,-3.35,50.0,0.88,6.09,-0.2 / +1.0 / -3.6,False,34,-4.47,0.56
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tp0.75|x11,96,2.27,55.21,1.08,3.63,+1.3 / +2.1 / -0.7,False,34,-3.23,0.71
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tpopp|x10,96,-5.93,56.25,0.73,8.63,-0.7 / -0.6 / -4.1,False,34,-4.49,0.52
USDJPY,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tpopp|x11,96,-3.66,58.33,0.83,6.72,+0.1 / +0.4 / -3.7,False,34,-2.56,0.71
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tp0.5|x10,553,-39.05,68.9,0.79,40.52,-31.3 / +10.9 / -18.9,False,158,3.12,1.08
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tp0.5|x11,553,-38.09,69.8,0.79,39.56,-30.9 / +11.0 / -18.4,False,158,1.98,1.05
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tp0.75|x10,553,-33.2,58.95,0.86,37.31,-16.1 / +6.7 / -24.3,False,158,3.87,1.07
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tp0.75|x11,553,-30.61,60.04,0.87,34.64,-14.5 / +6.9 / -23.5,False,158,2.87,1.05
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tpopp|x10,553,-107.56,39.06,0.68,116.59,-37.3 / -20.9 / -48.6,False,158,-12.46,0.85
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tpopp|x11,553,-98.15,39.42,0.71,107.3,-35.9 / -17.3 / -44.7,False,158,-12.56,0.86
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tp0.5|x10,553,-10.12,66.0,0.94,15.66,-8.5 / +9.1 / -11.0,False,158,4.95,1.13
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tp0.5|x11,553,-10.96,67.45,0.93,16.92,-6.8 / +8.4 / -12.9,False,158,5.57,1.14
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tp0.75|x10,553,-42.05,52.26,0.8,44.89,-8.8 / -5.4 / -27.3,False,158,-0.59,0.99
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tp0.75|x11,553,-43.96,53.71,0.8,46.6,-8.8 / -5.9 / -29.0,False,158,-0.65,0.99
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tpopp|x10,553,-66.27,45.75,0.72,70.57,-24.8 / -9.7 / -31.2,False,158,-7.23,0.88
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tpopp|x11,553,-63.98,45.93,0.74,68.79,-24.2 / -9.5 / -30.1,False,158,-6.78,0.89
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tp0.5|x10,536,-28.47,70.34,0.83,29.32,-20.7 / +11.4 / -19.4,False,151,10.69,1.34
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tp0.5|x11,536,-26.35,71.08,0.85,27.2,-20.0 / +11.6 / -18.2,False,151,9.59,1.29
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tp0.75|x10,536,-29.08,59.51,0.87,32.0,-14.7 / +11.0 / -25.9,False,151,8.47,1.17
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tp0.75|x11,536,-28.37,60.26,0.88,31.29,-14.3 / +9.8 / -24.4,False,151,7.97,1.15
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tpopp|x10,536,-93.83,39.74,0.71,101.56,-24.7 / -20.4 / -48.0,False,151,-7.51,0.9
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tpopp|x11,536,-85.87,39.55,0.74,93.72,-24.4 / -18.5 / -42.6,False,151,-5.35,0.94
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tp0.5|x10,536,-8.67,66.42,0.94,17.39,-10.0 / +11.3 / -10.3,False,151,4.92,1.13
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tp0.5|x11,536,-9.08,67.72,0.94,17.21,-8.5 / +10.4 / -11.4,False,151,5.66,1.15
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tp0.75|x10,536,-37.25,53.36,0.82,39.12,-8.9 / -3.8 / -24.0,False,151,0.51,1.01
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tp0.75|x11,536,-37.62,54.66,0.82,40.12,-7.7 / -5.5 / -24.3,False,151,1.92,1.04
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tpopp|x10,536,-65.29,45.34,0.72,69.05,-20.6 / -12.6 / -31.5,False,151,-8.39,0.85
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tpopp|x11,536,-63.5,45.15,0.74,68.15,-20.0 / -13.7 / -29.6,False,151,-6.29,0.9
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tp0.5|x10,500,-17.68,71.4,0.88,28.23,-21.8 / +12.0 / -8.2,False,141,7.18,1.23
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tp0.5|x11,500,-18.46,71.8,0.88,29.53,-22.6 / +11.6 / -7.7,False,141,5.31,1.16
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tp0.75|x10,500,-11.04,61.2,0.95,19.37,-7.6 / +11.7 / -15.6,False,141,6.53,1.14
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tp0.75|x11,500,-11.08,62.2,0.95,17.79,-8.5 / +10.9 / -14.1,False,141,5.96,1.12
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tpopp|x10,500,-92.02,37.2,0.7,99.19,-26.7 / -22.4 / -42.3,False,141,-9.2,0.87
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tpopp|x11,500,-85.6,37.2,0.73,92.76,-26.8 / -21.3 / -37.3,False,141,-8.09,0.9
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tp0.5|x10,500,3.88,68.2,1.03,12.97,-5.9 / +17.4 / -8.0,False,141,6.02,1.18
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tp0.5|x11,500,2.5,69.6,1.02,16.1,-5.8 / +17.2 / -9.2,False,141,5.72,1.17
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tp0.75|x10,500,-26.47,53.8,0.86,27.96,-11.4 / +4.0 / -18.7,False,141,2.45,1.06
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tp0.75|x11,500,-27.31,54.8,0.86,28.58,-10.6 / +2.9 / -19.5,False,141,2.43,1.05
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tpopp|x10,500,-55.94,43.8,0.74,58.68,-24.4 / -2.8 / -28.3,False,141,-3.48,0.93
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tpopp|x11,500,-51.64,44.0,0.77,54.77,-22.3 / -1.7 / -27.4,False,141,-1.35,0.97
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tp0.5|x10,170,-12.94,65.88,0.76,16.8,-3.2 / -8.3 / -0.4,False,57,-8.73,0.56
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tp0.5|x11,170,-10.4,66.47,0.8,14.3,-0.5 / -9.2 / +0.4,False,57,-5.62,0.69
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tp0.75|x10,170,-11.59,55.88,0.83,13.42,-4.3 / -4.2 / -1.9,False,57,-8.9,0.61
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tp0.75|x11,170,-9.79,57.06,0.85,13.15,-1.5 / -6.1 / -1.0,False,57,-6.61,0.71
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tpopp|x10,170,-10.85,57.65,0.82,12.43,-5.0 / -3.8 / -1.0,False,57,-10.11,0.55
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tpopp|x11,170,-13.25,56.47,0.78,15.51,-4.9 / -5.6 / -1.6,False,57,-8.6,0.62
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tp0.5|x10,170,-7.25,58.82,0.84,9.3,-1.9 / -3.4 / -0.8,False,57,-4.89,0.66
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tp0.5|x11,170,-4.58,60.59,0.89,7.25,+0.3 / -3.4 / -0.4,False,57,-3.37,0.77
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tp0.75|x10,170,-4.42,51.76,0.92,10.22,+0.3 / -4.1 / +0.4,False,57,-3.44,0.77
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tp0.75|x11,170,0.98,54.12,1.02,7.06,+2.3 / -1.4 / +1.1,False,57,-3.14,0.81
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tpopp|x10,170,-7.05,61.18,0.83,8.64,-2.2 / -2.7 / -1.0,False,57,-4.79,0.64
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tpopp|x11,170,-6.76,61.18,0.82,8.1,-1.3 / -2.8 / -1.6,False,57,-2.97,0.78
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tp0.5|x10,115,-0.92,69.57,0.97,8.37,-1.0 / -0.5 / +1.7,False,37,-9.64,0.41
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tp0.5|x11,115,1.77,71.3,1.06,6.43,+0.9 / -0.4 / +2.4,False,37,-7.06,0.52
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tp0.75|x10,115,-3.4,57.39,0.92,10.45,-3.4 / -0.5 / +1.6,False,37,-8.31,0.53
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tp0.75|x11,115,-0.3,59.13,0.99,8.09,-1.9 / +0.3 / +2.4,False,37,-5.3,0.68
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tpopp|x10,115,-2.94,57.39,0.92,8.37,-1.4 / +2.7 / -3.1,False,37,-9.38,0.45
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tpopp|x11,115,-3.02,56.52,0.91,8.49,-0.2 / +1.4 / -3.1,False,37,-7.47,0.55
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tp0.5|x10,115,-2.39,60.0,0.92,6.55,-1.3 / -0.4 / -0.1,False,37,-4.24,0.6
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tp0.5|x11,115,0.72,61.74,1.03,3.45,-0.8 / +1.1 / +0.9,False,37,-2.27,0.77
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tp0.75|x10,115,-0.64,53.04,0.98,5.01,-1.1 / +3.4 / -2.4,False,37,-4.22,0.63
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tp0.75|x11,115,5.95,57.39,1.21,3.7,+1.6 / +4.4 / +0.3,True,37,-2.41,0.79
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tpopp|x10,115,-1.28,60.0,0.95,5.3,-0.1 / +1.8 / -2.5,False,37,-5.03,0.52
USDJPY,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tpopp|x11,115,-1.67,58.26,0.93,5.03,+0.4 / +1.5 / -3.2,False,37,-2.53,0.73
