inst,family,spec,n_tr,tr_r,tr_wr,tr_pf,tr_dd,segs,seg_ok,te_n,te_r,te_pf
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b0.75|a10|m1.0|tp0.75|x08,315,78.48,73.97,1.94,8.09,+19.6 / +38.3 / +21.6,True,118,26.43,1.78
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b0.75|a10|m1.0|tpopp|x08,315,-14.12,40.32,0.93,33.34,-9.3 / +4.4 / -8.2,False,118,7.93,1.13
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b1.0|a10|m1.0|tp0.75|x08,294,69.03,73.13,1.86,7.31,+6.8 / +31.8 / +31.5,True,115,34.01,2.23
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b1.0|a10|m1.0|tpopp|x08,294,-9.67,38.1,0.95,33.3,-13.8 / +5.3 / -0.2,False,115,1.46,1.02
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b1.25|a10|m1.0|tp0.75|x08,262,71.98,75.57,2.1,4.87,+18.5 / +23.3 / +31.2,True,101,34.79,2.62
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-09|rev|b1.25|a10|m1.0|tpopp|x08,262,-8.3,35.88,0.95,34.9,-10.8 / -1.3 / +4.8,False,101,2.78,1.05
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b0.75|a10|m1.0|tp0.75|x08,319,79.62,73.98,1.94,8.09,+18.5 / +39.0 / +23.1,True,119,27.16,1.81
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b0.75|a10|m1.0|tpopp|x08,319,-18.23,39.81,0.91,35.42,-10.3 / +3.4 / -10.2,False,119,6.9,1.11
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b1.0|a10|m1.0|tp0.75|x08,301,70.51,73.09,1.86,7.31,+6.4 / +33.2 / +31.9,True,117,35.49,2.28
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b1.0|a10|m1.0|tpopp|x08,301,-13.6,37.54,0.93,35.2,-16.0 / +6.6 / -3.3,False,117,0.98,1.02
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b1.25|a10|m1.0|tp0.75|x08,273,76.3,75.82,2.13,4.87,+19.5 / +22.7 / +35.1,True,103,34.52,2.53
GOLD,A_asia_ny,A_asia_ny_rev|ref19-21o1|act22-10|rev|b1.25|a10|m1.0|tpopp|x08,273,-9.04,35.53,0.95,33.78,-12.1 / +1.0 / +3.1,False,103,0.76,1.01
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tp0.5|x10,410,-4.96,68.05,0.96,15.52,-6.1 / +3.3 / -2.7,False,149,-0.23,0.99
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tp0.5|x11,410,-6.55,68.05,0.95,17.46,-6.2 / +1.9 / -2.7,False,149,1.2,1.03
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tp0.75|x10,410,1.79,59.02,1.01,14.24,+0.4 / +6.2 / -5.6,False,149,1.66,1.03
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tp0.75|x11,410,-1.03,59.27,0.99,17.09,+0.6 / +5.5 / -8.0,False,149,-1.64,0.97
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tpopp|x10,410,-47.03,39.27,0.79,63.68,+4.2 / -25.6 / -26.4,False,149,-11.33,0.83
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.0|tpopp|x11,410,-43.38,37.07,0.82,64.24,+6.3 / -25.3 / -25.3,False,149,-13.68,0.82
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tp0.5|x10,410,-5.78,63.41,0.95,12.18,-3.3 / -0.3 / -2.6,False,149,1.5,1.04
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tp0.5|x11,410,-10.25,64.15,0.92,17.49,-3.2 / -1.3 / -6.3,False,149,2.33,1.06
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tp0.75|x10,410,-27.84,50.98,0.83,36.26,-6.5 / -12.7 / -9.4,False,149,-1.63,0.96
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tp0.75|x11,410,-29.67,51.71,0.82,37.1,-5.3 / -13.4 / -11.7,False,149,-2.02,0.96
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tpopp|x10,410,-41.96,43.66,0.76,52.82,-3.3 / -24.7 / -14.5,False,149,-4.19,0.91
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.25|a10|m1.5|tpopp|x11,410,-40.82,43.17,0.78,54.8,+1.5 / -27.0 / -15.9,False,149,-5.88,0.89
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tp0.5|x10,387,4.12,69.51,1.04,10.26,-4.0 / +1.3 / +6.3,False,142,4.24,1.1
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tp0.5|x11,387,2.56,69.77,1.02,12.2,-4.1 / -0.2 / +6.4,False,142,4.29,1.1
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tp0.75|x10,387,20.8,61.76,1.15,10.72,+10.2 / +6.1 / +3.7,True,142,12.04,1.25
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tp0.75|x11,387,19.17,62.02,1.13,13.7,+10.1 / +6.1 / +2.1,True,142,10.51,1.21
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tpopp|x10,387,-35.43,40.57,0.83,52.71,+6.5 / -27.4 / -15.3,False,142,-8.48,0.87
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.0|tpopp|x11,387,-37.81,38.24,0.83,53.15,+3.9 / -28.8 / -13.9,False,142,-9.53,0.87
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tp0.5|x10,387,7.59,65.89,1.07,7.71,+3.5 / +0.4 / +3.2,True,142,9.96,1.3
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tp0.5|x11,387,2.87,66.41,1.03,11.68,+2.6 / -1.2 / +1.0,False,142,11.12,1.34
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tp0.75|x10,387,-10.38,53.75,0.93,20.71,-1.9 / -8.2 / -1.0,False,142,4.07,1.1
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tp0.75|x11,387,-11.95,54.01,0.92,22.04,-0.9 / -10.5 / -1.3,False,142,3.22,1.07
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tpopp|x10,387,-38.77,44.19,0.76,49.47,-3.6 / -24.7 / -11.0,False,142,-2.81,0.93
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.5|a10|m1.5|tpopp|x11,387,-43.47,43.41,0.75,53.47,-3.3 / -28.0 / -12.8,False,142,-3.96,0.92
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tp0.5|x10,345,3.3,70.14,1.03,12.23,+1.2 / -3.1 / +4.7,False,130,1.25,1.03
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tp0.5|x11,345,1.96,69.57,1.02,13.64,+0.9 / -4.0 / +4.7,False,130,2.15,1.05
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tp0.75|x10,345,13.4,61.74,1.1,13.47,+10.3 / -2.9 / +5.3,False,130,11.48,1.26
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tp0.75|x11,345,10.5,61.16,1.08,16.44,+10.6 / -4.2 / +3.4,False,130,10.26,1.22
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tpopp|x10,345,-40.64,39.71,0.79,52.96,+5.8 / -31.3 / -15.8,False,130,-12.43,0.8
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.0|tpopp|x11,345,-41.41,36.52,0.8,50.24,+1.9 / -32.4 / -11.8,False,130,-14.71,0.79
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tp0.5|x10,345,2.5,65.8,1.03,14.44,+3.9 / -8.2 / +6.3,False,130,9.39,1.31
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tp0.5|x11,345,-2.6,65.8,0.98,16.83,+2.4 / -10.2 / +4.6,False,130,10.61,1.35
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tp0.75|x10,345,-10.2,54.78,0.92,23.65,+6.7 / -15.6 / -2.0,False,130,3.01,1.08
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tp0.75|x11,345,-11.04,54.49,0.92,24.36,+7.0 / -17.6 / -1.2,False,130,1.25,1.03
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tpopp|x10,345,-40.07,43.48,0.73,45.48,-0.3 / -28.7 / -11.6,False,130,-6.29,0.85
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev|b0.75|a10|m1.5|tpopp|x11,345,-40.78,42.32,0.75,46.37,-1.1 / -31.3 / -8.9,False,130,-8.18,0.83
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tp0.5|x10,107,-22.78,54.21,0.52,26.6,-4.8 / -10.8 / -7.7,False,24,-0.19,0.97
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tp0.5|x11,107,-20.78,56.07,0.55,24.79,-4.5 / -10.2 / -6.6,False,24,0.8,1.13
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tp0.75|x10,107,-19.83,49.53,0.61,23.64,-3.4 / -8.7 / -8.0,False,24,-0.35,0.95
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tp0.75|x11,107,-20.49,48.6,0.61,24.82,-6.2 / -7.9 / -6.6,False,24,-0.93,0.88
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tpopp|x10,107,-23.27,44.86,0.55,28.53,-0.1 / -11.7 / -11.7,False,24,1.06,1.15
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.0|tpopp|x11,107,-11.77,48.6,0.77,21.54,+6.7 / -8.2 / -10.4,False,24,0.38,1.05
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tp0.5|x10,107,-16.39,54.21,0.58,18.93,-4.1 / -6.0 / -6.4,False,24,0.93,1.23
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tp0.5|x11,107,-14.74,54.21,0.62,17.63,-4.9 / -5.5 / -4.5,False,24,1.23,1.28
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tp0.75|x10,107,-18.03,46.73,0.59,21.45,-3.2 / -6.5 / -8.5,False,24,2.71,1.67
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tp0.75|x11,107,-13.89,48.6,0.68,17.18,-3.6 / -4.8 / -5.6,False,24,3.38,1.76
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tpopp|x10,107,-18.59,47.66,0.51,22.1,-2.1 / -7.6 / -9.1,False,24,1.43,1.36
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.25|a10|m1.5|tpopp|x11,107,-9.24,52.34,0.75,14.03,+2.6 / -5.5 / -6.4,False,24,1.47,1.32
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tp0.5|x10,71,-14.37,53.52,0.53,18.53,-4.0 / -6.5 / -3.4,False,14,1.09,1.34
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tp0.5|x11,71,-12.69,57.75,0.58,17.02,-3.7 / -6.3 / -2.4,False,14,1.25,1.4
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tp0.75|x10,71,-13.93,47.89,0.59,18.49,-4.3 / -5.3 / -3.9,False,14,-0.27,0.94
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tp0.75|x11,71,-12.9,49.3,0.63,18.57,-5.0 / -4.7 / -2.9,False,14,-1.45,0.72
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tpopp|x10,71,-13.31,43.66,0.62,18.91,-4.1 / -3.3 / -5.5,False,14,1.01,1.3
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.0|tpopp|x11,71,-12.18,45.07,0.65,19.42,-3.4 / -2.2 / -6.2,False,14,0.2,1.05
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tp0.5|x10,71,-12.7,50.7,0.53,15.52,-5.7 / -4.4 / -2.2,False,14,0.15,1.06
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tp0.5|x11,71,-11.0,52.11,0.58,14.82,-5.9 / -4.3 / -0.5,False,14,0.05,1.02
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tp0.75|x10,71,-13.05,45.07,0.56,16.7,-4.5 / -6.7 / -1.7,False,14,-0.35,0.91
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tp0.75|x11,71,-11.51,45.07,0.61,15.54,-4.5 / -6.4 / -0.4,False,14,-0.2,0.95
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tpopp|x10,71,-12.04,45.07,0.55,15.77,-5.6 / -2.7 / -3.5,False,14,1.01,1.53
GOLD,B_london,B_london_rev|ref19-21o1|act06-09|rev_cf|b0.5|a10|m1.5|tpopp|x11,71,-10.77,46.48,0.59,15.6,-4.9 / -2.7 / -3.0,False,14,1.02,1.45
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tp0.5|x10,417,-3.19,68.35,0.98,16.13,-5.2 / +3.2 / -1.7,False,151,0.72,1.02
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tp0.5|x11,417,-4.77,68.35,0.96,18.07,-5.3 / +1.8 / -1.8,False,151,2.16,1.05
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tp0.75|x10,417,4.49,59.47,1.03,14.24,+1.9 / +6.6 / -4.7,False,151,2.83,1.05
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tp0.75|x11,417,2.25,59.71,1.01,16.73,+2.1 / +5.9 / -6.5,False,151,-0.78,0.99
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tpopp|x10,417,-45.01,39.57,0.8,62.23,+6.4 / -26.4 / -25.7,False,151,-10.8,0.84
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.0|tpopp|x11,417,-41.18,37.65,0.83,62.14,+8.0 / -27.2 / -22.9,False,151,-13.22,0.83
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tp0.5|x10,417,-2.82,64.03,0.98,11.15,-2.4 / +1.1 / -2.0,False,151,2.28,1.06
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tp0.5|x11,417,-6.9,64.75,0.95,16.07,-2.2 / +0.2 / -5.3,False,151,2.9,1.07
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tp0.75|x10,417,-25.49,51.56,0.84,33.91,-5.4 / -12.3 / -8.6,False,151,-0.6,0.99
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tp0.75|x11,417,-27.39,52.28,0.84,34.83,-4.6 / -13.0 / -10.6,False,151,-1.2,0.98
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tpopp|x10,417,-39.94,44.12,0.77,50.81,-1.8 / -24.6 / -14.0,False,151,-3.83,0.92
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.25|a10|m1.5|tpopp|x11,417,-38.76,43.88,0.79,52.8,+2.7 / -27.7 / -14.3,False,151,-5.57,0.89
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tp0.5|x10,394,7.35,70.05,1.06,10.26,-4.6 / +3.7 / +7.8,False,143,4.71,1.11
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tp0.5|x11,394,5.79,70.3,1.05,12.2,-4.7 / +2.2 / +7.8,False,143,4.77,1.11
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tp0.75|x10,394,25.79,62.44,1.18,10.72,+9.8 / +9.3 / +5.9,True,143,12.77,1.26
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tp0.75|x11,394,24.15,62.69,1.17,13.7,+9.7 / +9.3 / +4.3,True,143,11.24,1.22
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tpopp|x10,394,-36.02,40.86,0.83,52.49,+4.6 / -27.5 / -13.9,False,143,-8.14,0.87
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.0|tpopp|x11,394,-39.55,38.58,0.82,54.86,+1.8 / -31.5 / -10.7,False,143,-8.95,0.88
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tp0.5|x10,394,10.91,66.5,1.1,7.71,+2.9 / +2.8 / +4.7,True,143,10.44,1.32
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tp0.5|x11,394,6.19,67.01,1.05,11.68,+2.0 / +1.2 / +2.4,True,143,11.61,1.35
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tp0.75|x10,394,-10.11,53.81,0.93,20.64,-3.5 / -8.1 / +0.7,False,143,4.81,1.12
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tp0.75|x11,394,-11.54,54.31,0.92,21.31,-3.0 / -10.2 / +0.9,False,143,3.95,1.09
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tpopp|x10,394,-39.37,44.42,0.76,50.19,-5.2 / -24.6 / -10.1,False,143,-2.59,0.94
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.5|a10|m1.5|tpopp|x11,394,-44.2,43.91,0.75,54.35,-5.4 / -28.8 / -10.7,False,143,-3.57,0.93
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tp0.5|x10,360,8.24,71.11,1.08,10.82,+1.8 / -0.7 / +6.7,False,134,3.19,1.08
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tp0.5|x11,360,7.32,70.56,1.07,12.23,+1.5 / -1.7 / +7.0,False,134,4.1,1.1
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tp0.75|x10,360,20.64,62.78,1.16,11.31,+11.9 / +0.7 / +7.3,True,134,13.84,1.31
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tp0.75|x11,360,17.59,62.22,1.13,14.28,+12.3 / -0.6 / +5.2,False,134,13.21,1.28
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tpopp|x10,360,-39.44,40.56,0.8,50.35,+1.2 / -26.8 / -14.5,False,134,-10.76,0.83
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.0|tpopp|x11,360,-36.16,38.06,0.83,44.99,-0.9 / -24.9 / -11.2,False,134,-12.19,0.82
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tp0.5|x10,360,8.0,66.67,1.08,11.55,+4.7 / -4.8 / +7.7,False,134,10.97,1.36
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tp0.5|x11,360,3.0,66.94,1.03,14.27,+3.2 / -6.6 / +5.9,False,134,12.57,1.41
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tp0.75|x10,360,-6.03,55.56,0.95,19.79,+4.4 / -10.0 / -1.2,False,134,4.46,1.12
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tp0.75|x11,360,-4.46,56.11,0.97,18.91,+5.6 / -11.1 / +0.3,False,134,3.36,1.08
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tpopp|x10,360,-38.32,44.17,0.75,43.72,-3.4 / -24.6 / -10.7,False,134,-5.18,0.88
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev|b0.75|a10|m1.5|tpopp|x11,360,-35.58,44.17,0.78,41.18,-2.3 / -25.4 / -8.5,False,134,-6.5,0.86
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tp0.5|x10,131,-28.3,54.2,0.52,31.05,-4.2 / -13.7 / -10.8,False,34,-1.38,0.87
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tp0.5|x11,131,-22.98,55.73,0.58,25.91,-3.9 / -12.6 / -6.9,False,34,-0.4,0.96
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tp0.75|x10,131,-22.11,50.38,0.65,25.25,-1.3 / -10.9 / -10.1,False,34,-1.79,0.85
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tp0.75|x11,131,-19.77,49.62,0.68,23.44,-4.4 / -9.6 / -5.9,False,34,-3.59,0.72
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tpopp|x10,131,-28.76,45.8,0.55,33.55,+0.4 / -15.7 / -13.7,False,34,-1.65,0.87
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.0|tpopp|x11,131,-13.26,48.85,0.78,23.78,+7.1 / -11.5 / -9.0,False,34,-2.36,0.82
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tp0.5|x10,131,-20.08,54.96,0.6,22.17,-3.5 / -8.0 / -8.8,False,34,-0.2,0.98
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tp0.5|x11,131,-13.83,54.2,0.69,16.27,-3.4 / -6.4 / -4.1,False,34,1.42,1.23
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tp0.75|x10,131,-20.19,48.09,0.63,22.92,-2.8 / -7.6 / -10.0,False,34,1.34,1.15
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tp0.75|x11,131,-13.07,48.09,0.73,15.82,-3.0 / -5.2 / -5.0,False,34,3.49,1.56
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tpopp|x10,131,-22.58,49.62,0.53,25.77,-2.4 / -8.7 / -11.6,False,34,-0.59,0.93
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.25|a10|m1.5|tpopp|x11,131,-9.8,51.91,0.77,15.4,+3.2 / -7.4 / -5.7,False,34,1.9,1.3
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tp0.5|x10,89,-18.05,53.93,0.54,22.21,-1.4 / -11.8 / -4.5,False,20,-0.52,0.92
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tp0.5|x11,89,-14.54,56.18,0.6,18.88,-1.1 / -10.7 / -2.4,False,20,-0.36,0.94
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tp0.75|x10,89,-15.11,49.44,0.64,19.35,-0.2 / -10.5 / -4.0,False,20,-2.88,0.67
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tp0.75|x11,89,-12.85,49.44,0.68,17.68,-1.2 / -9.4 / -1.9,False,20,-3.28,0.61
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tpopp|x10,89,-15.08,46.07,0.64,20.68,+0.8 / -9.9 / -5.5,False,20,-2.85,0.66
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.0|tpopp|x11,89,-13.54,46.07,0.67,20.78,+1.0 / -9.6 / -4.7,False,20,-2.11,0.72
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tp0.5|x10,89,-11.65,55.06,0.64,14.7,-3.0 / -5.7 / -2.7,False,20,-2.92,0.57
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tp0.5|x11,89,-10.71,51.69,0.64,13.94,-3.4 / -7.1 / -0.0,False,20,-0.38,0.91
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tp0.75|x10,89,-8.98,50.56,0.74,12.88,-0.4 / -7.3 / -1.0,False,20,-4.67,0.47
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tp0.75|x11,89,-11.18,44.94,0.67,15.64,-1.8 / -9.6 / +0.4,False,20,-0.95,0.82
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tpopp|x10,89,-12.68,49.44,0.6,16.5,-2.3 / -6.0 / -4.1,False,20,-3.24,0.53
GOLD,B_london,B_london_rev|ref19-21o1|act06-10|rev_cf|b0.5|a10|m1.5|tpopp|x11,89,-11.43,47.19,0.62,16.48,-1.9 / -7.2 / -2.1,False,20,0.28,1.08
GOLD,B_london,B_london_rev|ref19-21o1|act07-10|rev|b0.25|a10|m1.0|tp0.5|x10,405,-8.42,66.42,0.93,20.87,+2.0 / -3.8 / -6.0,False,146,15.57,1.47
GOLD,B_london,B_london_rev|ref19-21o1|act07-10|rev|b0.25|a10|m1.0|tp0.5|x11,405,-10.69,66.91,0.92,23.27,+1.8 / -5.6 / -6.3,False,146,14.02,1.38
