ts,book,event,side,price,sl,tp,units,order_id
2026-08-24 22:56:45.946941+00:00,USDJPY,place,sellShort,159.21401023864746,159.35161247253419,159.1108085632324,115515.57,376445408
2026-08-24 22:56:45.946941+00:00,USDJPY,place,buy,158.68999671936035,158.55239448547363,158.7931983947754,115515.57,376445409
